dzr_sng_id,sng_id,art_name_lower,track_id
75671900,SOJMYSA12A8C14696C,crash,TRRVZHD128F92EBD29
124517994,SOMPDOD12AB0184FA5,peasant,TRHQPRQ12903CA5E8F
11321939,SOOXZUP12AB01859F9,gene loves jezebel,TRBHVZP128F932E4F6
130927182,SOEGERG12AC468E207,marty haugen,TRTQWTU12903CE9D15
65824895,SOZMGZD12A8C13E593,the turbo ac's,TRUKAHB128F42858D0
64449268,SOJTEXE12A8C13F663,herman brood,TRMZCRW128F42A415B
6117667,SOAPSRO12AB01847D6,dallas holm,TRGWQHC12903CB2DAA
130611384,SOISGIW12AC4685EEF,tony,TRZACTX12903CEBE93
18130126,SONVPCB12AB0182FD2,newfound road,TRMBQMF128F92FE923
1026370,SONDCPE12A8C1344A6,joe diffie,TRLBKFY128F426E3D5
11520189,SOKPDSR12A8C1332A6,nofx,TRUNIPO128F423588F
74584575,SOVAYAI12A8C14226E,amy allison,TRVVNLQ128F92F34D9
115619566,SOJIOCJ12A8C146469,champion jack dupree,TRMWVBA128F92FD40F
90727515,SOLRYWQ12AB0183351,soulsavers,TRIBNWD128F933A96B
3444546,SOAENRS12A6D4F63D8,dr feelgood,TRORHXE128F1461810
125428734,SOEOBIY12A6D4F6EBA,alexis hk,TRNMIWC128F14720BE
11562626,SOGWTRH12A81C2416B,blood meridian,TRIGNSU128F42266A0
67707394,SOCYSWW12A8C13BA68,tulipunaruusut,TRHZKQL128F429ABFD
132262352,SOVYBRG12A6D4FB11B,danzig,TROWBLF128F92ED2BB
62667690,SOCLSKA12A8C13BDD5,nikola sarcevic,TRXMRCM128F428BBC9
123836690,SOJPHBT12A8C1348FF,gabriel yared,TRXFFOM128F426FE3F
7494971,SONSRVK12A8C1336B0,bebo norman,TRXQNQW128F424813D
10904807,SOTMQSD12AB0180BE4,priestess,TRVLZEO12903CDC913
2280074,SOUVSSQ12A8C13D8A1,mecano,TRUENJP128F42A3890
5611874,SOTWYAK12AB018D31D,paul rodgers,TRRCEDN12903CBDA20
1845937,SOJRTVK12A8C134088,show of hands,TRWBZHZ128F424C1C7
3832050,SONYHLW12AB017D893,billy talent,TRBYGQK128F9332C1B
100156478,SODUCKV12A8C145780,mc5,TRLRBUE128F92F6CA2
123273912,SOQNUZQ12AB0183C74,dee dee sharp,TRWHAVP128F932130D
85141092,SOWTZXK12A58A7BA5C,ester drang,TRAKPBE12903CE86B4
10714129,SOGTIXK12A58A79D5F,nancy kerr & james fagan,TROEKVD128F426C691
129839324,SOCXUQQ12A8C135B9F,the kills,TRSAKWO128F93038BB
7494983,SOGEDSA12A8C1336D3,bebo norman,TRLXVFO128F4248148
12042649,SOJPYHN12A8C142279,free diamonds,TRICWWR128F4291733
14445339,SOEVZKA12A8C130180,roger chapman,TRTAKUU128F4247D6C
5646344,SOLQLBZ12AB0182A47,redrama,TRQFSHV128F9344136
4729348,SOCPLAL12AB018715F,toad,TRPNJVC12903CD51BE
64449254,SORSYTB12A8C13F64C,herman brood,TRMXVOQ128F42A4154
3287762,SOYVYYR12A6D4F7EC3,roudoudou,TRJHFUM128F14699FF
5805007,SOFGKUX12A8C13FA10,david holmes,TRSODWZ128F42BA7C3
3157434,SOUVOUD12A6D4F878F,meredith brooks,TRZHWJL128F4260742
3309368,SOAPGWZ12A6D4F76DD,peter hammill,TRKNAOJ128F42AC9F7
10905982,SOPLEDY12AC3DF6C99,the mystic moods orchestra,TRVEJXK12903CE49B3
77585809,SONRBFS12A8C143600,the fine arts showcase,TRGGXUB128F92EEDD3
3478191,SOFGRNP12A58A7950B,grand funk railroad,TRJRDCK128F1463290
16553578,SOKLZAL12A8C13A2F5,the tyde,TRIUXUV128F934DEC3
18204351,SONTREM12AB0182C1A,stella,TRQYQIU128F932052A
82814848,SOZJROD12AB0189DE5,tora tora,TRUCOWU12903CBFE25
125969757,SOKKIWX12AB018D6FB,polly bergen,TRTRGRB12903CB1E1A
3525302,SODADYK12A6702071F,kraftwerk,TRLUOKQ128E078E0B2
3119167,SOKECGU12B0B80BD91,beth orton,TRKPPCX128F425CD8A
11340230,SOGDBDF12AB018A0C8,negative format,TRYARNN128F933502A
4882115,SOKQYPA12AB01856EF,rebeca,TRTCYQK128F933F63C
119096478,SOKODCZ12AB0185EEE,bodeans,TRQUCIT128F9308795
97219822,SOZXLYE12A8C13F61D,lordi,TRHYPJS128F42AE87D
7199383,SOYZJQW12AB018603D,toni fisher,TRTDEII128F933AF57
61444455,SOTGIOU12AB01815DB,otep,TRFGRRR128F933CF33
3913393,SOCEMLS12A6D4F8A29,los nikis,TRCTRAL128F1473DDA
3443909,SODNFZV12A8C13D1BD,dubstar,TRHDJKW128F42959A4
13068166,SOHNABM12AAF3B53BC,phunk junkeez,TRVYIQG128F92F9750
68653271,SOJTJFB12A6D4FC683,anthony que,TRKULHB128F9335EA6
10719223,SOFFEKM12A8C14057E,gary bartz,TRWVBWI128F4285E08
123836694,SOPQBZZ12A8C13490B,gabriel yared,TRLEVNQ128F426FE43
72795363,SOKSVRS12AC468E595,venetian snares,TRZAWVR12903CE92E0
11833350,SOLYOKP12AAF3B3879,epic soundtracks,TRZWYSN128F92F9EE8
6446221,SOLRNNT12AB0183D2D,peter hadar,TRXDYAO128F92F18C6
67769125,SOCTFYN12A8C1335FF,kake randelin,TRBLPQY128F42550BC
3444209,SOVXBTA12A6D4F9CFB,duke pearson,TRYRYCT128E079470D
3306517,SOEXFGR12A8C141674,philmore,TRDGLYA128F4284DC0
69876705,SOLMREK12AB0185CC3,uzeb,TRWIIWZ128F93462E8
65459547,SOJOAPV12A58A7649B,mia doi todd,TRNGGUX128F423CB82
4968672,SOOXMYN12AC9097325,breathe,TRVXGJZ12903CF73CA
3450566,SOROUFB12A58A7760E,eli,TRTIKER128F1481D3E
63253930,SOYRGHW12A8C13B08D,blue states,TRSPVPF128F429ADA1
12042656,SOWNMIR12A58A7E748,free diamonds,TRRLBNJ128F429173A
4258239,SORFCTW12AB017B1AD,hardcore superstar,TRZYRGP12903D05476
80123492,SOTMGFG12A6D4F8049,rick james,TREOFEX128F145E8C2
81365680,SOXDPSF12A8C132F91,shed seven,TRHBGQF128F424DE92
67287137,SOGXIDS12A8C144605,showaddywaddy,TRWLPDK128F92D18E7
12317590,SOLTYGV12A8C13243B,princess superstar,TRQKWVY128F423E4B2
2271678,SOBFYMN12AB017B6D1,static-x,TRBKGDJ128F92DEA19
65441601,SODIQLL12A6D4FC3E0,los suaves,TRSINXZ128F4215831
4968673,SOZOWUL12AC9097329,breathe,TRKQYAJ12903CF73CB
4209675,SOCTEXM12AC4686774,talking heads,TRLDHFI12903CE3806
3599243,SOBAJTL12AF729FDAB,dane cook,TRFWLCT128F933AEA1
4094659,SOGUDRZ12AB0183E60,billy talent,TRGHYRW128F93407F2
113329230,SOIPZVE12A58A7B4DD,dan hill,TRUEWFW128F426DA5B
3306515,SOLMONO12A8C14166E,philmore,TRBZHNE128F4284DBE
63253910,SOSCBIT12A67ADE495,blue states,TRDGPQN128EF344C10
95448560,SOSDNKR12AB017D8FE,vanessa carlton,TREDODB128E0783E35
1396868,SOKBEZU12A8C133CF2,the pastels,TRUPNNW128F4248E37
5611875,SOLWVHB12AB01861E7,paul rodgers,TRPJDJF12903CBDA4D
98664372,SOVEBPR12A58A763CD,saul williams,TRJVDGQ128F932369F
15424163,SOBNYXC12A6D4F6A76,priestess,TRORBAL128F931C7C0
6629777,SODXUUI12A58A7ABB9,los lobos,TRHUAAH12903CA66BF
102152572,SOGBMOI12AC3DF5BD6,champion jack dupree,TRRPJTZ12903CDBE3E
82524086,SODVVIH12AB0180C54,ginuwine,TRKLBWB128F9331203
63985361,SOFCMXR12AB017F986,luka bloom,TRKLSJA128F9337638
8870480,SOIJFGW12AB018BD94,neema,TROBCWB12903CA7138
3091700,SOZQVBR12A6D4F663A,drag-on,TROYLFF128F1464A34
2467239,SOFICLK12A58A80636,ned's atomic dustbin,TRJCRPG128F9337326
19783031,SOMUXZR12A679D7E82,the brian setzer orchestra,TRNCWKN128E079387D
5645806,SOYUDPY12AB018AEBC,before the dawn,TRLUKYL12903CB4D05
3436214,SOGZZHY12A6D4F871F,dennis bovell,TRPTHND128F1476AD7
95085076,SOCJDZD12AB018E1C4,evolution,TRWLQON12903CDEE00
115142492,SOGDXUS12AB01807CD,joni james,TRXBWSS128F931690B
102672656,SOCTJYT12AB018520B,arthur lyman,TRLNGQY128F930F89C
3922956,SOSZPUC12A6D4FB6E8,shocking pinks,TRNHYUM128F4227995
3306509,SOWRBWR12A8C141660,philmore,TRIVNXE128F4284DB8
2468600,SOPMDEL12A8C137EE6,the sutherland brothers,TRVGIND128F4277573
13210609,SOSHIDO12AB017F9FC,skid row,TRPOVRH128F92F3364
118188820,SODPYNV12A6D4FA1AD,clint mansell,TRBUAOF128F14AD473
2312328,SOYYXNY12AB017A66C,annett louisan,TRNYGNZ128F92E526C
67743237,SOGVHPO12A8C13E444,tulipunaruusut,TRZUURO128F42831E8
88020073,SONBJNX12B0B808593,bourbon princess,TRTQMPA128F4237D69
61752595,SOQTFNI12A8C140C91,soul asylum,TRAXNKL128F42AFD92
3354917,SOUOIEL12A8C1336CE,maggie reilly,TRZEPML128F425ADFE
97052030,SOLJIMY12AB0187ED7,justin rutledge,TRTGOMU12903CA2FCF
69018974,SOYWVJX12A8C13EDA9,interpol,TRSIZUP128F429EB22
16300244,SOMCEBV12AF72A29B7,opm,TRXACHY128F4285718
4789566,SOXCGTH12AC46887E9,syria,TRZTWGH12903CED1BE
67707392,SOLSWJC12A8C13D98A,tulipunaruusut,TRLZHLI128F429ABF7
3440692,SOCECOD12A6D4F6884,divinyls,TRSUYKX128F145C0F4
13287235,SOBPJUY12AB018A3E9,eraserheads,TRMAUIC12903CA81E1
107358238,SODHUMI12A8AE46CAE,tarrus riley,TRIRNNP128F4233138
3214138,SOVQJBW12A6D4FA182,victor jara,TRXQFUA128F1499945
108475390,SODUVVC12A8C13D908,azymuth,TRGNYFB128F427ADEE
98580312,SOWFPPR12AB0185F94,svadbas,TROQIXT12903CC94C2
80273436,SOQQCYN12AB0185255,submersed,TRKUIYX128F9326C6D
16641779,SOHEJTO12A8AE48893,madredeus,TRFHRBZ128F423BB89
69712334,SOWUUPF12AB0182FC4,the replacements,TRDHISL128F9341A2F
3026458,SOGIIHV12AB0180529,one t,TRFQZTB128F9315C24
1692287,SODDKZL12A8C1405A7,joelho de porco,TRYILVZ128F429E3F6
12045957,SOGDITZ12AC468A4E8,nathan moore,TRHTMUF12903D03009
3411880,SOQCSYE12A6D4FABB3,cattivi pensieri,TRBJEXE128F149AF03
73511335,SOAJGIA12AB0186D28,koop,TRTEYJX12903CD033F
2996702,SORMPUE12AB0182F1F,st vincent,TRDMRMV128F9330FC2
1809718,SOBQOJQ12A6D4F4E65,jon finn group,TRVIMFK128EF352659
7199381,SOVPDCT12AB0186034,toni fisher,TRECIHA128F933AF55
11085327,SOXHJBI12AC90728D5,joelho de porco,TRWRIWV12903CFA640
95448568,SOOUQIF12A6310DBD1,vanessa carlton,TRYFAYD128E0783E39
61752586,SOXIAIL12A8C140C71,soul asylum,TRLXFCI128F42AFD89
95662614,SOYTROG12AC4687BAB,mark medlock,TREDSRW12903CF54F4
7276062,SOLOUBE12A8C137CB5,sophie ellis-bextor,TRCJJHM128F4273BBB
3395047,SOKSYOE12AB017FF3E,benjamin,TRUVZPI128F931F567
137727141,SOWOTSK12AF72A7D33,the hold steady,TRWOIQD128F1489838
95596322,SOAKMMW12AB01852C3,root,TRWPNDM128F92FBEA6
125062730,SOFLLMU12A8C136D21,azymuth,TRKJSHB12903CE5705
13442366,SOCSAAC12AB01824AB,sandra,TRMWRYF128F932B88C
63421370,SOWMNIQ12A58A7DF89,rose maddox,TRFRMOL128F42904FA
13847447,SODKSDE12AB01812DF,otep,TRQBZUA128F933CF3C
77504474,SOFWNCW12A8151B81A,the kills,TRLWVPC128F9303B9D
34021441,SOJBLIX12A8C1373C7,daniel johnston,TRAOYHS128F427EF8B
114978130,SOWPUJF12A58A7A69E,warren smith,TRQDEWW128F9340C7F
4752097,SOYDACH12AC468C8C5,lelio luttazzi,TRFHIJM12903CEA68B
62656234,SOBETYR12A8C142ED3,bumble bee slim,TRUWQZI128F429FE22
11432475,SOINVQI12A81C1FF12,philmore,TRIYPAD128F422B4EA
74584578,SOAFERH12A8C14228A,amy allison,TREIGXV128F92F34DF
82728306,SOPTFJN12A8C133DD7,3lw,TRFLSYW128F4265725
115842316,SOCAENL12A8C144491,banda maguey,TRSLGBO128F92FDA17
74780667,SOLKVQH12A8C13BAF3,boom bip,TRWURED128F429DB60
118188826,SOAZATF12A6D4FA1B0,clint mansell,TRJWNGK128F14AD476
63164297,SOYWRDW12AB01864AC,james carr,TRUKQUJ128F9303A65
134513394,SOXPBZV12AB017E7A8,ernie k-doe,TRQQJHN128F9313DF7
12042657,SOCMTNT12A58A7A1A6,free diamonds,TRHCTOZ128F429173B
112845018,SOASJHB12AAF3B430B,ohm guru,TRUCLDX128F92F27A8
11497902,SOKVSPY12A6D4FC77C,age of nemesis,TRDWPVY128F42195E9
71670123,SOPENNE12A8C13A936,la decada prodigiosa,TRDBQAW128F4274A19
76199864,SOHGFNR12AB017C4C7,pelle carlberg,TRGJUVD12903CB645C
11168910,SOANPFL12AB017FD75,park-like setting,TRYCXOR128F9330E80
16965905,SOLMBIB12AB017DDCF,sodom,TRKOVDH128F9318C19
11166356,SOIJPQA12AB017CE83,iron lung corp,TRWRMDE128F930BC56
803803,SOYVDWM12A67ADE589,project pitchfork,TRXBTDL128E0795F92
17405121,SOLHJKB12A8C139067,tamba trio,TRRAUVR128F42557C4
5076263,SOLENQD12A8C1377F5,25 ta life,TRFRKUJ128F4258CAD
2214819,SOQGZRU12A6D4F9E6E,ninos con bombas,TRDXEEI128F14A9799
4609355,SORULDW12AB018B048,brideshead,TRUIJEF12903CC6F5B
113329236,SOXFWRU12A8C13A94F,dan hill,TREWKEA128F426DA62
66780939,SOCEKFJ12A6D4FD64B,bourbon princess,TRECJRT128F421E019
72965642,SOFJHXB12A58A8038B,the turbo ac's,TRVUPZJ128F4285892
2501620,SOQGFPB12A6D4F867B,boy kill boy,TRMTRUX128F146ECC6
64930779,SOUUBTR12AB0186A4A,filteria,TRSEKRT12903CD9875
108635226,SOYKPBW12A8C142B83,james labrie,TREFUDJ128F92E4E2F
113392388,SOVQTDQ12A6BD5576F,samael,TRZTDDW12903CF423C
86854981,SOCOBYZ12AB018B94E,laurel aitken,TRLFUIJ12903CA015E
82306812,SOWIDWB12A8C138F02,tyrese,TRRDBTG128F4288733
68659863,SOMMQTA12AC468B82C,sfdk,TRLPSEX12903D0CF14
18126033,SOLKTZZ12A8C13F813,gary bartz,TRQRMTI128F428AB96
13323954,SOPOPUM12AB018176E,diomedes diaz;ivan zuleta,TRCLZCW128F9343690
3309373,SOHOFRS12A6D4F891E,peter hammill,TRPZAYN128F145908E
88278385,SOWSATV12A6D4F677E,masta ace incorporated,TRQXYOT128EF3624D9
76936951,SOGLJZH12A81C2327D,barry louis polisar,TRMWYNL128F4223091
119338272,SOLFTYH12AB018A609,infected mushroom,TRHHKFZ128F934E7C2
65446535,SOKQEGI12A8C13793A,daniel johnston,TRIVCKO128F4274FEC
14284154,SOMDMEP12A8C139443,goat,TREVNHV128F4269E44
18090969,SOGNNAU12AF72A5806,dee dee sharp,TRXCXLO128F932131E
135774960,SOFNSIR12AB018083C,sybreed,TRTMPWG12903CB297C
13160804,SOJHDEN12AB018B650,tyrese,TRCCCEW128F42AF457
11910569,SOEFDTP12AB018E8A7,laughin'nose,TRGQCAO12903CEA812
5834112,SOROEOP12A8151AFEC,the vara-tones,TRKRMOH128F422A2A9
105229506,SOBEOEY12AB0187B43,arthur lyman,TRSLGYG12903CD91A4
91172109,SOLTDXB12AC468C0D3,los lobos,TRSHUAT12903D081BD
11321940,SOQCQIO12AB0183856,gene loves jezebel,TRZMGLJ128F932E513
11267644,SOWIVDX12AB018A272,dale hawkins,TRJUIIO128F9355DE1
64274264,SOROQZI12A8C131ECD,ultimate spinach,TRIZHWA128F4265D90
13245341,SOIPTOL12A8C142E2E,annett louisan,TREZDYK128F92E1DAC
3026456,SOHBYLS12AB018051F,one t,TRXYWGS128F9315C20
13323950,SOULGRG12AB0181721,diomedes diaz;ivan zuleta,TRBVVIA128F934367B
78069694,SOFWGCC12A6701C018,robin holcomb,TRAMLXK128E078711A
102590506,SOXSQGD12AB018E98D,pastor troy,TRNSRCC12903CEBB06
788851,SOGFTUD12A6701DACF,then jerico,TRZXADQ128E0786B6A
68072132,SODQXXT12AB0183EE0,dimitri tiomkin,TRCYFPY128F93189E3
73459767,SOLMQBR12A8C1366D5,luka bloom,TRBGNBZ12903CB5CBE
72184268,SOEGQHM12A58A7B67C,vulgaires machins,TRKRVNC128F425A937
125539284,SOACITS12A6D4F79D0,duke pearson,TRBSFPZ128F145CDB5
98664388,SOMUUNK12AB0183AEE,saul williams,TRAACZN128F93236B1
2271680,SOLLASW12AB017B6D8,static-x,TRSTGAC128F92DEA1B
3523628,SOONHWP12A6BD56762,klaus lage band,TRKPIUW128EF34E5B5
11100423,SOALHMA12A6701E7B5,lcd soundsystem,TRVHLTK128F14A66AA
76983145,SOHMXLZ12A8C13E189,hem,TRGOBUH12903CF728A
30234511,SOKPONP12AB018ABC6,dmz,TRVRSHG128F934B053
133726100,SOEOGSE12AB0188C8E,sui generis,TRLBGIE128F933B063
11497900,SOVDSKH12A6D4FC76E,age of nemesis,TRTRUGZ128F42195E4
11086462,SODLSLU12AC3DF6BDC,dominique paris,TRFNYZW12903CE4125
61451218,SOPHBAX12AB0189D35,gatas parlament,TRNHCHL12903CBC31F
3883453,SOOMEYH12A8AE48E09,robin holcomb,TRSPBKW128F4241E14
2280070,SODNZLC12A8C13D889,mecano,TRIDIPR128F42A388A
77585804,SONLZAY12A8C1455BF,the fine arts showcase,TRWYKDL128F92EEF7F
3881878,SOVDKJF12A6D4F87BD,shocking pinks,TRRGHHS128F4227984
3394276,SOKQUHR12A58A78C9E,before the dawn,TREOSXW128F92F1F82
10912957,SOMMQTL12AB01873AE,the shakin' apostles,TRBFFIO12903CD7D36
27661461,SOMVDQF12AB0187744,crash,TRABTNU128F934B9EB
8237609,SOWNTOC12AB018945A,sui generis,TRSWRGJ128F933A513
74339605,SOUWJMB12A8C133D8B,orphanage,TRREARW128F4253613
65001408,SOCWMEP12A8C13C31B,need new body,TREHAGK128F42AB432
13178028,SOJBUSP12AB017EF44,echobelly,TRBAVYN128F93148F8
997816,SOXGTXE12A8C13BC39,ezkimo,TRGDEAH128F4295B29
13353470,SOABDXN12AB0188CB9,sui generis,TRXSXMB128F933B06D
11833348,SOZWYAX12AAF3B386C,epic soundtracks,TRUDAWX128F92F9EE4
2058283,SOGREIQ12A8C13ED32,mojo nixon,TRTWWRX128F428F9CA
3500583,SOCANWF12A8C13588D,jahn teigen,TRYNBTH128F425F04D
94454816,SONCEZW12AB0185EE8,necro facility,TRAPPVJ12903CC7B64
30313561,SONMMEX12AB01809DA,john doe,TRYVSGL128F93154E9
68614872,SONXTDV12AB0185EDF,mercromina,TRWXDIZ12903CC63B2
71468776,SOGSJCZ12AB0185820,tommy ridgley,TRHLMQP128F933E33C
13442374,SOAEZOQ12AB01811BB,sandra,TREXFPD128F932B8A0
30970371,SOYAZYA12A8C13C719,the revolutionaries,TRTTSOD128F426F68A
134839736,SOETOLN12AB018AD3E,our brother the native,TRULCHV128F933E1E9
72502211,SOFADMW12AC468C8BF,suff daddy,TRPKSOZ12903CF0355
16966074,SOQFJSE12AB0183B00,stormwitch,TRHOUOI12903CAD575
79470855,SOTRHQO12A8AE473A4,chris rice,TREVPXR128F425AF75
76199732,SOAVOAP12AB018A172,pelle carlberg,TRKVQBU12903CB63EE
227472,SOANAFQ12AB018E258,les yeux noirs,TRTXEPJ12903CDCD8A
76199861,SOGZDTB12AB017EA3E,pelle carlberg,TRLEREA12903CB6459
80464180,SOGANEY12A8C13536B,journey,TRQWGOR128F427BDE7
4206709,SOPNGOF12AC4688276,mass hysteria,TRVQDWM12903D005F8
1479378,SOSTFCW12A6D4F5495,thee stp,TRIZKOW128EF363E67
803766,SOITMMK12A3F1ECA42,project pitchfork,TRCWESQ128E0795F8C
2996664,SOFENWX12AB0182F29,st vincent,TRHIODL128F9330FC6
15025826,SODENEJ12A8C141F3A,yuri,TRFMUOP128F92E4FE8
88020061,SOQITIR12A8C133C3B,bourbon princess,TRERUGT128F4237D5E
6402289,SOAUOLD12AAA15D8AD,sugar aloes,TRLDDKJ128F92EE6F0
17415254,SOKZHQE12AB017BE8C,newfound road,TROJLJO128F9315B30
11841231,SORONXM12AB0188A01,racetrack babies,TRBUEYF128F933A456
68774919,SOEKZYM12AB017DE1F,bata illic,TRTVAHG12903C9E2CF
3178287,SOBOOAC12A8C13A17A,the undecided,TRSGOQU128F4277CBB
113280660,SOHILZX12A8C138B93,dan hill,TRRFAOO128F42669E6
73613485,SOHFNZW12A8C135DB7,mark stewart,TRBFYFT128F425EB14
72171754,SOQXLOZ12A8AE48945,vulgaires machins,TRQFVHG128F4228D01
3832052,SOBOEHW12AF729A414,billy talent,TRCJKXU128F9332C1E
106225018,SODCVPS12AB018E300,arthur lyman,TRPBJZT12903CCB1A3
96841006,SOZEBTA12A8C14225E,omar pene,TRNJWVX128F92D2514
97267008,SORYUMD12A8C13BD05,lordi,TRYUBLI128F42941E4
116960648,SONHMIB12AC3DF5120,langhorne slim,TRYULRJ12903CF8AB5
13358243,SOTOXHU12A8C14402E,udo,TRYQNTD128F92DD259
11340185,SOMNWYC12AB018AA17,negative format,TRZIPSP128F933BF9D
3444691,SOWYHOT12AB0188B1F,duke pearson,TRIVDVA128F932E1FF
15779078,SONTZUD12A58A789F7,paulo gonzo,TRSUXAU128F427CB0E
10291320,SOOXDVF12A6D4FB4AD,interpol,TROUHMY128F422BC3E
6446231,SOYVTHV12AB0183D48,peter hadar,TRUZCGQ128F92F18CE
126598089,SONRTHU12A8C133FCD,the boswell sisters,TRGYGZJ128F4270200
3733672,SOHMQUL12A6D4F9BF7,duke pearson,TRILQJL128F424C69C
7284877,SOQAACC12A8AE4788A,sean kingston,TRHZKWC128F425DC08
5185914,SOBSLRD12AC90977C1,bobby watson,TRMJVEO12903CFC178
24247081,SOXLZJG12AB0185EE4,necro facility,TRZTKYT12903CC7B63
128869040,SOYOFWM12AB018DD7D,tommy sands,TRAPSUH12903CB1059
61927477,SOJTKSE12AC468AB92,dom dummaste,TRHQFZW12903D08879
100878624,SOYZOVA12A8C13DF48,polly bergen,TRYEPOW128F429B36D
54026211,SOBWOXS12A58A7FDCD,messy marv,TRUZUYD128F92E029F
3473237,SOSKOIO12A6D4FA60F,ghoti hook,TRXKJDG128F14ADAC2
120122996,SOBYSMW12AAF3B435C,ohm guru,TRYKZZB128F92F27B8
95217600,SODCWBU12A8C14167E,bumble bee slim,TRZRRNF128F429FF30
62534738,SOCUWQM12A8AE47F51,madredeus,TRIZBHU128F423B960
11161176,SOLMUYE12AB018CDF1,princess superstar,TRWMZYA12903CBA582
9901637,SOTOUCX12AC960D966,helen love,TRWANLT12903CF2B3A
6063149,SOLPUKN12A58A7D276,herman's hermits,TRFOYRF128F935F972
73459194,SOQVGAO12AB0188C84,the fine arts showcase,TRJZIMO12903CB5207
3152573,SOQTNXD12AF72A7A58,mewithoutyou,TRZJMGO128F92E0A1D
4530600,SOOAEBT12AB017DC4D,sandra,TROHIWS128F9342CCE
18099481,SOSYXLP12AB017F30C,the hollywood flames,TRFTKRE128F9311F22
2654335,SOGIQAG12CF5F88AEF,dido,TRACWBT128F425A622
17949285,SOSGIMM12A58A77CCE,bobby brown,TRXMNBG128E078E7DF
76937126,SORKUNP12A8C13FB40,barry louis polisar,TREJWXF128F429A180
62290299,SOUFXOF12AB0181B00,slick rick,TRWDVUV128F932DAB1
13083776,SOJUYUH12A8C1422D3,neutral milk hotel,TRACOTR128F92E16B1
61451263,SOILGRH12AB018E17D,gatas parlament,TREVPLQ12903CBC33E
4609359,SORGGLW12AB018B052,brideshead,TRUUSOV12903CC6F61
66459350,SOJYIDE12A8C14146E,svadbas,TRIKDRK128F4293DC0
34454241,SOOCOOR12AB01856E0,rebeca,TRFJWGT128F933F638
122647190,SOVQCXH12AB01867A4,bennie moten's kansas city orchestra,TRSCRJZ12903C99E2A
3235727,SOFYCAM12A58A7A45B,dierks bentley,TRWKRWH12903CFDBEF
85141096,SOFVNWL12AB018E5FC,ester drang,TRZLBTU12903CE86B9
3178282,SOWNLPF12A8C13A163,the undecided,TRTGBAX128F4277CB5
3152576,SOXHXAU12AAA15FB99,mewithoutyou,TRSKRKA128F92E0A27
7673566,SOTRVOK12A67AD822F,bloodhound gang,TRJOZKO128E0798848
79470857,SOTQKKN12A8AE473A7,chris rice,TRXHHNY128F425AF76
10756551,SODZSUS12AB0186008,metro,TRPWOEE128F9345806
4729344,SOCJQTB12AB018714D,toad,TRDEMFS12903CD51B6
98955284,SODFRHN12A8C134A71,haydamaky,TRKANOM128F423F530
11224544,SOTYSFX12A8C13D38E,mass hysteria,TRPTMEG128F4272DEE
137231734,SOUWSUE12AB0186AB0,kate miller-heidke,TROCMEU12903CF55AE
3395722,SOVGNCF12A6D4F9D5C,beth orton,TRNADCJ128F14785F6
15177537,SOFECRG12A8C137E10,journey,TRYGEFK128F42770D6
65288053,SOPCDXQ12A8C1437ED,bullitnuts,TRAKICA128F92D237C
3152569,SOOMKUR12A58A7F011,mewithoutyou,TRKKXYX128F92E0A0D
6117692,SOFTHHF12AB018C2A1,dallas holm,TRWABGK12903CBFB84
3382218,SONYHXD12A8C13A857,angel romero,TRQEGIF128F428075F
3526213,SOVIKJG12A8C13CF71,la decada prodigiosa,TRRQEAL128F42793BC
80273954,SODJYTH12AB017D8D5,submersed,TRJFIDN128F9326BEA
119096512,SOPDQOJ12AB018981A,bodeans,TRXJXPN12903D05752
100155822,SOHRUAH12A8C13E776,goldfinger,TRCWEXM128F4284C6B
77509786,SOWSTOZ12AB0187FBB,victor young,TRKMHXC12903CAA3A5
3309371,SOADTPM12A6D4F76E0,peter hammill,TRXZRZM128F42AC9FA
4377396,SOFYYVE12AB0180B76,sybreed,TRHKWFO12903CB2983
116545854,SOCBHIS12A58A79114,the spongetones,TRVVMVO128F92F89E4
12266550,SOTWRGF12A8C13243F,princess superstar,TRYSOWA128F423E4B3
93446322,SOLVSPQ12A8C137C2C,the young knives,TRSLEAK128F429D5AC
76882161,SOQHCRL12A8C13DC0D,delerium,TRPKYYY12903D06390
11164475,SOUTWTJ12AB0182250,detroit's most wanted,TRTHAXI128F93157F8
99874618,SOHCFZA12AB0184744,grandpa jones,TRZBKIN12903CBF11A
2011392,SOBIPIO12A8C13161D,agency 1994,TRRWIXO128F4242066
59786421,SOKPCVS12A8C141A8B,epic soundtracks,TRGCGVI128F4299F2B
1751956,SOHBBMP12A8C141D78,lillian glinn,TRIRHFO128F429F921
15437517,SOJFJPI12A58A80222,leonardo favio,TRIURNN128F9340548
83110968,SOXPLGN12A8C1385AB,sibongile khumalo,TRBLEEB128F4279DFD
943921,SOQFGEO12A8C139083,the breeders,TRCQENR128F426046B
12045953,SORGZPR12AC468A4D8,nathan moore,TRDAYRN12903D03003
10905893,SOEGGXK12AC3DF731A,the mystic moods orchestra,TRVMWMW12903CE4942
3599244,SOHFCHU12A58A7AE21,dane cook,TRVJHLR128F933AEA3
11494973,SOCSDWC12AB0184E43,war of ages,TRHXGBF12903CB48EC
3099278,SOIANZY12A6D4FA627,mewithoutyou,TRNUPLJ128F14ADADF
69792463,SODAYVJ12A8C13828A,howling bells,TRBLRCH128F932357A
